사고년도,지역,시도시군구명,지점명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도
2018,,서울특별시 영등포구3,서울특별시 영등포구 대림동(대림3동사거리 부근),6,6,0,3,3,0,126.8990215,37.5008368
2018,,서울특별시 영등포구4,서울특별시 영등포구 영등포동(영등포역교차로 부근),6,6,0,2,2,2,126.9057352,37.51606363
2018,,서울특별시 영등포구5,서울특별시 영등포구 대림동(대림공원사거리 부근),5,5,0,2,3,0,126.9022194,37.49166137
2018,,서울특별시 영등포구6,서울특별시 영등포구 당산동1가(양화한강공원입구 부근),5,5,0,2,1,2,126.9044587,37.53703612
2018,,서울특별시 영등포구7,서울특별시 영등포구 영등포동3가(영등포시장사거리 부근),5,5,0,1,1,3,126.9046198,37.51986782
2018,,서울특별시 영등포구8,서울특별시 영등포구 여의도동(마포한강공원자전거대여소 부근),5,7,0,0,2,5,126.9268846,37.53097444
2018,,서울특별시 영등포구9,서울특별시 영등포구 도림동(우신초교앞 부근),4,4,0,3,1,0,126.9092987,37.51023163
2018,,서울특별시 영등포구10,서울특별시 영등포구 여의도동(여의나루역 부근),4,5,0,1,4,0,126.9347745,37.52630741
2018,,서울특별시 영등포구11,서울특별시 영등포구 당산동3가(영등포경찰서사거리 부근),4,4,0,1,2,1,126.9027562,37.52616354
2018,,서울특별시 영등포구12,서울특별시 영등포구 여의도동(시범아파트앞 부근),4,4,0,1,2,1,126.940425,37.52134083
2018,,서울특별시 동작구1,서울특별시 동작구 신대방동(대방천사거리 부근),7,7,0,3,4,0,126.9200487,37.49844036
2018,,서울특별시 동작구2,서울특별시 동작구 상도동(장승배기역 부근),6,6,1,1,4,0,126.9395622,37.50504431
2018,,서울특별시 동작구3,서울특별시 동작구 신대방동(대림사거리 부근),5,5,0,2,3,0,126.9066408,37.48899762
2018,,서울특별시 동작구4,서울특별시 동작구 본동(노들나루공원 부근),4,4,0,1,3,0,126.9538843,37.51459862
2018,,서울특별시 동작구5,서울특별시 동작구 신대방동(글로벌신학아카데미 부근),4,4,0,1,2,1,126.9278704,37.49821505
2018,,서울특별시 관악구1,서울특별시 관악구 신림동(구로전화국사거리 부근),5,5,0,0,4,1,126.9030635,37.47976126
2018,,서울특별시 관악구2,서울특별시 관악구 신림동(난곡사거리 부근),4,4,0,1,2,1,126.9147102,37.48122311
2018,,서울특별시 강남구1,서울특별시 강남구 대치동(원일빌딩 부근),4,4,0,1,1,2,127.0660697,37.50044401
2018,,서울특별시 강남구2,서울특별시 강남구 역삼동(강남세브란스사거리 부근),4,4,0,0,3,1,127.0461083,37.49556475
2018,,서울특별시 송파구1,서울특별시 송파구 석촌동(석촌역 부근),9,11,0,5,3,3,127.1069983,37.50544559
2018,,서울특별시 송파구2,서울특별시 송파구 방이동(둔촌사거리 부근),8,8,0,3,4,1,127.1335448,37.52096221
2018,,서울특별시 송파구3,서울특별시 송파구 삼전동(삼전사거리 부근),8,8,0,2,3,3,127.0886911,37.50394832
2018,,서울특별시 송파구4,서울특별시 송파구 가락동(가락시장역 1번출구 부근),7,7,0,1,6,0,127.1181102,37.49353731
2018,,서울특별시 송파구5,서울특별시 송파구 잠실동(잠실트리지움입구 부근),7,8,0,1,5,2,127.0861676,37.5101802
2018,,서울특별시 송파구6,서울특별시 송파구 가락동(가락중고교 부근),7,8,0,1,4,3,127.1178585,37.50129891
2018,,서울특별시 송파구7,서울특별시 송파구 삼전동(잠실학원사거리 부근),6,6,0,4,2,0,127.0901973,37.50696137
2018,,서울특별시 송파구8,서울특별시 송파구 석촌동(배명사거리 부근),6,6,0,3,1,2,127.0970746,37.50353733
2018,,서울특별시 송파구9,서울특별시 송파구 풍납동(풍납중학교 부근),6,8,0,1,5,2,127.1166443,37.52418979
2018,,서울특별시 송파구10,서울특별시 송파구 방이동(두양빌딩 부근),6,6,0,1,4,1,127.110745,37.51663918
2018,,서울특별시 송파구11,서울특별시 송파구 문정동(장지역사거리 부근),6,6,0,1,4,1,127.1258822,37.47946401
2018,,서울특별시 송파구12,서울특별시 송파구 방이동(방이사거리 부근),6,6,0,0,3,3,127.110651,37.51103232
2018,,서울특별시 송파구13,서울특별시 송파구 잠실동(아시아선추손아파트삼거리 부근),5,5,0,4,1,0,127.0813213,37.50633986
2018,,서울특별시 송파구14,서울특별시 송파구 삼전동(세명주유소 부근),5,5,0,2,3,0,127.0967026,37.49882241
2018,,서울특별시 송파구15,서울특별시 송파구 삼전동(광원빌딩 부근),5,5,0,0,4,1,127.0940374,37.50657353
2018,,서울특별시 송파구16,서울특별시 송파구 송파동(가락시장사거리 부근),4,5,1,4,0,0,127.113576,37.49766949
2018,,서울특별시 송파구17,서울특별시 송파구 오금동(올림픽공원사거리 부근),4,5,0,2,2,1,127.1277259,37.51229097
2018,,서울특별시 송파구18,서울특별시 송파구 송파동(송파사거리 부근),4,4,0,2,2,0,127.1103087,37.50199534
2018,,서울특별시 송파구19,서울특별시 송파구 문정동(문정현대아파트 앞 부근),4,4,0,2,2,0,127.1248475,37.48601618
2018,,서울특별시 송파구20,서울특별시 송파구 풍납동(풍납2동주민센터 부근),4,4,0,2,1,1,127.1160994,37.52929252
2018,,서울특별시 송파구21,서울특별시 송파구 마천동(마천사거리 부근),4,4,0,2,0,2,127.1465195,37.49813423
2018,,서울특별시 송파구22,서울특별시 송파구 신천동(올림픽회관삼거리 부근),4,5,0,1,4,0,127.1140167,37.52013385
2018,,서울특별시 송파구23,서울특별시 송파구 가락동(오금역 부근),4,4,0,1,3,0,127.1280086,37.50195667
2018,,서울특별시 송파구24,서울특별시 송파구 잠실동(잠실2동우체국 부근),4,4,0,1,3,0,127.0819209,37.51243517
2018,,서울특별시 송파구25,서울특별시 송파구 가락동(경찰병원역 부근),4,4,0,1,3,0,127.1248507,37.49669734
2018,,서울특별시 송파구26,서울특별시 송파구 잠실동(잠실3사거리 부근),4,5,0,0,4,1,127.0923804,37.51166952
2018,,서울특별시 송파구27,서울특별시 송파구 송파동(송파한양2차아파트정문 부근),4,4,0,0,3,1,127.1153254,37.505473
2018,,서울특별시 송파구28,서울특별시 송파구 풍납동(퀴너스 화덕피자 부근),4,5,0,0,2,3,127.1187655,37.5320472
2018,,서울특별시 강동구1,서울특별시 강동구 길동(길동사거리 부근),9,9,1,4,3,1,127.1377573,37.53430422
2018,,서울특별시 강동구2,서울특별시 강동구 성내동(정성약국 부근),8,8,0,1,7,0,127.1286179,37.5273291
2018,,서울특별시 강동구3,서울특별시 강동구 성내동(하늘뜻동문교회 부근),7,7,1,2,4,0,127.1289834,37.5368636
2018,,서울특별시 강동구4,서울특별시 강동구 천호동(천호역 3번출구 부근),7,8,0,1,7,0,127.1239143,37.53995676
2018,,서울특별시 강동구5,서울특별시 강동구 고덕동(상일동역교차로 부근),4,4,1,1,2,0,127.1711962,37.55783261
2018,,서울특별시 강동구6,서울특별시 강동구 암사동(한은빌딩 부근),4,5,0,1,4,0,127.1352692,37.55186933
2018,,서울특별시 강동구7,서울특별시 강동구 고덕동(고덕119안전센터 부근),4,4,0,1,2,1,127.1519922,37.55720747
2019,,서울특별시 종로구1,서울특별시 종로구 종로6가(흥인지문사거리 부근),4,5,0,1,1,3,127.0091719,37.57122939
2019,,서울특별시 용산구1,서울특별시 용산구 서빙고동(반포대교북단교차로 부근),4,5,0,2,2,1,126.9943844,37.5192751
2019,,서울특별시 용산구2,서울특별시 용산구 이촌동(이촌한강공원 부근),4,6,0,1,3,2,126.9688113,37.51754201
2019,,서울특별시 성동구1,서울특별시 성동구 용답동(덕현해밀아파트 부근),5,6,0,3,2,1,127.0534648,37.5647345
2019,,서울특별시 성동구2,서울특별시 성동구 성수동1가(성원중학교 부근),5,5,0,2,3,0,127.0514648,37.53981694
2019,,서울특별시 성동구3,서울특별시 성동구 용답동(성동구립용답도서관 부근),4,4,0,3,1,0,127.0512139,37.56752818
2019,,서울특별시 성동구4,서울특별시 성동구 하왕십리동(세광교회 부근),4,4,0,2,2,0,127.0302951,37.56960389
2019,,서울특별시 성동구5,서울특별시 성동구 용답동(서울교통공사사거리 부근),4,4,0,1,2,1,127.0580556,37.56253567
2019,,서울특별시 광진구1,서울특별시 광진구 구의동(우리은행 구의동지점 부근),7,7,1,0,6,0,127.0867945,37.54557734
2019,,서울특별시 광진구2,서울특별시 광진구 자양동(송파예술마루 부근),6,7,1,1,3,2,127.0945365,37.52058029
2019,,서울특별시 광진구3,서울특별시 광진구 자양동(보광마트 부근),5,5,0,2,3,0,127.0822215,37.53578128
2019,,서울특별시 광진구4,서울특별시 광진구 화양동(화양동우체국 부근),5,5,0,2,3,0,127.0687731,37.54808448
2019,,서울특별시 동대문구1,서울특별시 동대문구 전농동(성바오로병원교차로 부근),7,7,0,3,4,0,127.0421006,37.57935713
2019,,서울특별시 동대문구2,서울특별시 동대문구 제기동(홍파초교후문 부근),6,7,0,2,5,0,127.0401155,37.58670383
2019,,서울특별시 동대문구3,서울특별시 동대문구 전농동(전농1동교차로 부근),6,6,0,2,4,0,127.0464615,37.57602358
2019,,서울특별시 동대문구4,서울특별시 동대문구 장안동(SK엔크린 삼영주유소 부근),6,6,0,1,3,2,127.0684154,37.57245279
2019,,서울특별시 동대문구5,서울특별시 동대문구 용두동(용두동사거리 부근),5,5,0,1,4,0,127.0302985,37.57769941
2019,,서울특별시 동대문구6,서울특별시 동대문구 용두동(용두동포스빌 부근),5,5,0,1,4,0,127.0368184,37.57826391
2019,,서울특별시 동대문구7,서울특별시 동대문구 장안동(동대문동부새마을금고 장안2지점 부근),5,5,0,1,3,1,127.0695111,37.57883834
2019,,서울특별시 동대문구8,서울특별시 동대문구 용두동(서울시설공단사거리 부근),5,5,0,0,3,2,127.0379453,37.57282015
2019,,서울특별시 동대문구9,서울특별시 동대문구 장안동(미니스톱 장안벤처빌점 부근),4,4,0,2,1,1,127.0695226,37.56884862
2019,,서울특별시 동대문구10,서울특별시 동대문구 휘경동(동대문구견인차량보관소 부근),3,3,1,2,0,0,127.0688179,37.58956597
2019,,서울특별시 중랑구1,서울특별시 중랑구 중화동(동일로지하차도사거리 부근),7,7,0,2,4,1,127.080268,37.5943856
2019,,서울특별시 중랑구2,서울특별시 중랑구 면목동(강호아파트 부근),5,6,0,3,2,1,127.0863802,37.57802162
2019,,서울특별시 중랑구3,서울특별시 중랑구 묵동(우리은행 태릉역지점 부근),5,5,0,2,2,1,127.077377,37.6158039
2019,,서울특별시 중랑구4,서울특별시 중랑구 면목동(면목2동사거리 부근),5,5,0,0,4,1,127.0799473,37.58694422
2019,,서울특별시 중랑구5,서울특별시 중랑구 면목동(면목초등학교정문 부근),4,4,1,0,2,1,127.0868674,37.59089025
2019,,서울특별시 중랑구6,서울특별시 중랑구 망우동(망우역사거리 부근),4,4,0,0,1,3,127.0938116,37.59825836
2019,,서울특별시 성북구1,서울특별시 성북구 석관동(동원베네스트 부근),6,6,0,2,4,0,127.0583459,37.61151527
2019,,서울특별시 성북구2,서울특별시 성북구 보문동7가(대광중고교삼거리 부근),5,8,0,2,6,0,127.0232059,37.57792194
2019,,서울특별시 성북구3,서울특별시 성북구 하월곡동(길음삼부컨비니언아파트 부근),5,5,0,1,4,0,127.025206,37.60280286
2019,,서울특별시 성북구4,서울특별시 성북구 장위동(도시빌라 부근),4,4,0,2,2,0,127.0425057,37.61751353
2019,,서울특별시 성북구5,서울특별시 성북구 하월곡동(종암사거리 부근),4,4,0,1,3,0,127.0315846,37.60381442
2019,,서울특별시 강북구1,서울특별시 강북구 수유동(광산사거리 부근),6,6,0,2,4,0,127.0236925,37.64222497
2019,,서울특별시 강북구2,서울특별시 강북구 번동(번동사거리 부근),5,5,0,2,3,0,127.0330047,37.63527918
2019,,서울특별시 강북구3,서울특별시 강북구 수유동(심외과의원 부근),5,5,0,0,5,0,127.0231088,37.63641444
2019,,서울특별시 도봉구1,서울특별시 도봉구 도봉동(벽운빌딩 부근),6,6,0,2,3,1,127.042489,37.67125927
2019,,서울특별시 도봉구2,서울특별시 도봉구 방학동(방학동우체국 부근),5,5,0,2,2,1,127.0429607,37.66603881
2019,,서울특별시 도봉구3,서울특별시 도봉구 방학동(방학사거리 부근),5,5,0,2,1,2,127.0422805,37.66260594
2019,,서울특별시 도봉구4,서울특별시 도봉구 창동(녹천교사거리 부근),4,4,0,3,0,1,127.0551701,37.64588542
2019,,서울특별시 노원구1,서울특별시 노원구 상계동(창동교교차로 부근),7,7,0,2,4,1,127.0552284,37.65326327
2019,,서울특별시 노원구2,서울특별시 노원구 중계동(삿갓봉근린공원사거리 부근),5,6,0,2,3,1,127.0752694,37.65793
2019,,서울특별시 노원구3,서울특별시 노원구 하계동(노원경찰서 부근),4,5,0,2,2,1,127.0718017,37.64307076
2019,,서울특별시 노원구4,서울특별시 노원구 중계동(노해근린공원사거리 부근),4,4,0,2,2,0,127.0695511,37.64897478
2019,,서울특별시 노원구5,서울특별시 노원구 상계동(당고개입구오거리 부근),4,4,0,1,3,0,127.075839,37.66320919
2019,,서울특별시 노원구6,서울특별시 노원구 상계동(온수골사거리 부근),4,4,0,1,2,1,127.0577412,37.66134906
2019,,서울특별시 노원구7,서울특별시 노원구 상계동(상계2동주민센터 부근),3,4,1,1,2,0,127.0677402,37.65774187
2019,,서울특별시 은평구1,서울특별시 은평구 역촌동(CJ드림시티오피스텔 부근),7,7,0,2,4,1,126.9174739,37.59958409
2019,,서울특별시 은평구2,서울특별시 은평구 역촌동(역말사거리 부근),5,6,0,1,3,2,126.915296,37.60616183
2019,,서울특별시 은평구3,서울특별시 은평구 구산동(구산사거리 부근),4,4,0,1,2,1,126.911673,37.61391786
2019,,서울특별시 은평구4,서울특별시 은평구 녹번동(코끼리주유소 부근),4,4,0,1,1,2,126.9255976,37.60352549
2019,,서울특별시 은평구5,서울특별시 은평구 대조동(서원빌딩 부근),4,4,0,0,4,0,126.9176127,37.6124097
2019,,서울특별시 은평구6,서울특별시 은평구 대조동(파리바게뜨 역촌역점 부근),3,3,1,1,1,0,126.9219827,37.60774178
2019,,서울특별시 서대문구1,서울특별시 서대문구 북가좌동(뚜레쥬르 증산역점 부근),5,6,0,2,3,1,126.9115293,37.58383494
2019,,서울특별시 마포구1,서울특별시 마포구 망원동(세븐일레븐 망원2호점 부근),6,6,0,1,5,0,126.904603,37.5618435
2019,,서울특별시 양천구1,서울특별시 양천구 목동(목동센트럴푸르지오아파트101동 부근),7,7,0,1,6,0,126.8765758,37.52420282
2019,,서울특별시 양천구2,서울특별시 양천구 신정동(목동9.10단지삼거리 부근),5,5,0,2,3,0,126.8618493,37.51660692
2019,,서울특별시 양천구3,서울특별시 양천구 신정동(목동공인중개사사무소 부근),5,5,0,2,1,2,126.8635661,37.52630568
2019,,서울특별시 양천구4,서울특별시 양천구 신월동(과학수사연구원입구사거리 부근),4,7,0,1,5,1,126.8372071,37.52163621
2019,,서울특별시 양천구5,서울특별시 양천구 목동(목동2단지아파트입구 부근),4,4,0,1,3,0,126.878121,37.53642856
2019,,서울특별시 양천구6,서울특별시 양천구 신정동(에반이즈사고력교육목동직영센터 부근),4,4,0,0,3,1,126.8722274,37.52027911
2019,,서울특별시 강서구1,서울특별시 강서구 화곡동(강서구청입구교차로 부근),7,7,0,0,2,5,126.8525452,37.555813
2019,,서울특별시 강서구2,서울특별시 강서구 화곡동(능력교회신월성전 부근),4,4,0,2,2,0,126.8348615,37.53440384
2019,,서울특별시 구로구1,서울특별시 구로구 구로동(동구로새마을금고 본점 부근),7,8,0,2,6,0,126.8908303,37.49278397
2019,,서울특별시 구로구2,서울특별시 구로구 신도림동(구로구리틀야구장 부근),5,5,0,2,3,0,126.8819445,37.5154779
2019,,서울특별시 구로구3,서울특별시 구로구 개봉동(sk에너지 개봉주유소 부근),4,4,0,2,1,1,126.8518356,37.49819188
2019,,서울특별시 금천구1,서울특별시 금천구 시흥동(은행나무시장 부근),5,5,0,2,3,0,126.9080371,37.45108447
2019,,서울특별시 금천구2,서울특별시 금천구 독산동(태천대오피스텔 부근),5,5,0,1,3,1,126.899382,37.48049336
2019,,서울특별시 영등포구1,서울특별시 영등포구 도림동(신도림역입구교차로 부근),8,9,0,2,5,2,126.8964888,37.50895935
2019,,서울특별시 영등포구2,서울특별시 영등포구 대림동(대림3동사거리 부근),8,8,0,1,5,2,126.8979571,37.49981501
2019,,서울특별시 영등포구3,서울특별시 영등포구 영등포동8가(영등포전화국사거리 부근),7,7,0,2,3,2,126.9056109,37.52617268
2019,,서울특별시 영등포구4,서울특별시 영등포구 대림동(구로도서관 부근),7,7,0,1,5,1,126.8919456,37.49899817
2019,,서울특별시 영등포구5,서울특별시 영등포구 양평동6가(양화한강공원농구장 부근),7,9,0,0,9,0,126.8930542,37.54374689
2019,,서울특별시 영등포구6,서울특별시 영등포구 영등포동3가(영등포시장사거리 부근),6,7,1,3,3,0,126.9052271,37.51950329
2019,,서울특별시 영등포구7,서울특별시 영등포구 대림동(우성아파트사거리 부근),6,6,1,1,4,0,126.9003627,37.49540376
2019,,서울특별시 영등포구8,서울특별시 영등포구 대림동(한사랑한의원 부근),5,5,0,0,4,1,126.9015913,37.49098217
2019,,서울특별시 영등포구9,서울특별시 영등포구 문래동3가(홈플러스영등포점 부근),5,5,0,0,4,1,126.8974176,37.51868479
2019,,서울특별시 영등포구10,서울특별시 영등포구 영등포동4가(청과시장입구 부근),4,4,1,0,3,0,126.9045037,37.51567379
2019,,서울특별시 영등포구11,서울특별시 영등포구 여의도동(한강조망대 부근),4,4,0,2,2,0,126.9233603,37.53301236
2019,,서울특별시 영등포구12,서울특별시 영등포구 여의도동(여의도한강공원서울색공원입구 부근),4,6,0,1,4,1,126.932952,37.52740536
2019,,서울특별시 영등포구13,서울특별시 영등포구 당산동2가(영등포유통상가사거리 부근),4,4,0,1,2,1,126.8955789,37.52197434
2019,,서울특별시 동작구1,서울특별시 동작구 사당동(파리바게뜨 이수역자이점 부근),8,8,0,1,3,4,126.9805361,37.48478252
2019,,서울특별시 동작구2,서울특별시 동작구 본동(한강대교남단교차로 부근),7,7,0,2,3,2,126.9559861,37.51385747
2019,,서울특별시 동작구3,서울특별시 동작구 신대방동(대림사거리 부근),6,6,0,1,4,1,126.9064051,37.48902893
2019,,서울특별시 동작구4,서울특별시 동작구 신대방동(모스키친 부근),4,4,0,1,2,1,126.927762,37.4976016
2019,,서울특별시 관악구1,서울특별시 관악구 신림동(신림청암두산위브 부근),5,5,0,1,2,2,126.9301269,37.4822035
2019,,서울특별시 관악구2,서울특별시 관악구 신림동(조원초등학교정문 부근),3,3,1,1,1,0,126.9090543,37.48384044
2019,,서울특별시 서초구1,서울특별시 서초구 반포동(반포본동 주민센터 부근),4,4,0,1,3,0,126.9861723,37.50070938
2019,,서울특별시 강남구1,서울특별시 강남구 수서동(수서역(북)공영주차장입구 부근),4,4,1,1,2,0,127.1014812,37.48761621
2019,,서울특별시 강남구2,서울특별시 강남구 신사동(잠원수상택시승강장 부근),4,5,0,1,3,1,127.0167236,37.52627459
2019,,서울특별시 송파구1,서울특별시 송파구 가락동(가락시장사거리 부근),9,9,0,3,5,1,127.1140796,37.49749978
2019,,서울특별시 송파구2,서울특별시 송파구 삼전동(삼전사거리 부근),8,8,0,1,5,2,127.0891587,37.5039861
2019,,서울특별시 송파구3,서울특별시 송파구 방이동(올림픽공원사거리 부근),7,8,0,1,6,1,127.1279872,37.51197199
2019,,서울특별시 송파구4,서울특별시 송파구 가락동(가락시장역 부근),6,6,0,4,1,1,127.1183154,37.49238594
2019,,서울특별시 송파구5,서울특별시 송파구 풍납동(풍납도깨비시장 부근),6,6,0,2,3,1,127.1201278,37.53745428
2019,,서울특별시 송파구6,서울특별시 송파구 석촌동(석촌호(서호)사거리 부근),5,5,0,2,3,0,127.0971487,37.5065332
2019,,서울특별시 송파구7,서울특별시 송파구 방이동(올림픽공원남4문 부근),5,5,0,2,2,1,127.1158836,37.51623818
2019,,서울특별시 송파구8,서울특별시 송파구 방이동(올림픽공원북2문교차로 부근),5,5,0,2,2,1,127.1281545,37.52398294
2019,,서울특별시 송파구9,서울특별시 송파구 가락동(송파농협 가락지점 부근),5,5,0,1,1,3,127.1108609,37.50047245
2019,,서울특별시 송파구10,서울특별시 송파구 삼전동(잠실학원사거리 부근),5,5,0,0,4,1,127.0905479,37.50758415
2019,,서울특별시 송파구11,서울특별시 송파구 잠실동(탄천합수부 부근),4,6,0,3,2,1,127.0689989,37.51832867
2019,,서울특별시 송파구12,서울특별시 송파구 잠실동(잠실선착장이랜드크루즈매표소 부근),4,5,0,3,2,0,127.0832235,37.5182986
2019,,서울특별시 송파구13,서울특별시 송파구 풍납동,4,6,0,2,3,1,127.1092295,37.53320582
2019,,서울특별시 송파구14,서울특별시 송파구 잠실동(아시아선수촌아파트삼거리 부근),4,4,0,2,1,1,127.0793649,37.50789855
2019,,서울특별시 송파구15,서울특별시 송파구 가락동(광평교사거리 부근),4,4,0,1,3,0,127.1093778,37.48956248
2019,,서울특별시 송파구16,서울특별시 송파구 오금동(거여동사거리 부근),4,4,0,1,2,1,127.1388853,37.49596177
2019,,서울특별시 송파구17,서울특별시 송파구 가락동(롯데하이마트 가락점 부근),4,4,0,1,1,2,127.1282656,37.5015845
2019,,서울특별시 송파구18,서울특별시 송파구 잠실동(아시아선수촌아파트후문 부근),4,4,0,1,1,2,127.0772431,37.50521666
2019,,서울특별시 송파구19,서울특별시 송파구 방이동(올림픽대교남단사거리 부근),4,4,0,0,4,0,127.1173936,37.52536154
2019,,서울특별시 송파구20,서울특별시 송파구 방이동(송파구청사거리 부근),4,4,0,0,4,0,127.1073088,37.51553772
2019,,서울특별시 송파구21,서울특별시 송파구 삼전동(배명사거리 부근),4,4,0,0,3,1,127.0969055,37.50355967
2019,,서울특별시 송파구22,서울특별시 송파구 방이동(둔촌사거리 부근),4,4,0,0,2,2,127.1338524,37.52135375
2019,,서울특별시 강동구1,서울특별시 강동구 천호동(동신중학교정문 부근),7,7,0,2,3,2,127.1336792,37.537583
2019,,서울특별시 강동구2,서울특별시 강동구 길동(길동사거리 부근),7,7,0,1,5,1,127.1382824,37.53424349
2019,,서울특별시 강동구3,서울특별시 강동구 천호동(한국타이어 동아상사 부근),5,6,0,0,4,2,127.1309148,37.54489143
2019,,서울특별시 강동구4,서울특별시 강동구 성내동(E1 경기에너지충전소 부근),4,4,0,1,2,1,127.1281025,37.53692664
2019,,서울특별시 강동구5,서울특별시 강동구 천호동(천호시장입구 부근),4,5,0,0,2,3,127.1269709,37.54076641
2020,,서울특별시 종로구1,서울특별시 종로구 서린동(종로구청입구 부근),5,5,0,2,3,0,126.9793824,37.56990824
2020,,서울특별시 중구1,서울특별시 중구 을지로6가(신평화시장 부근),4,5,0,0,4,1,127.0110309,37.56960613
2020,,서울특별시 용산구1,서울특별시 용산구 서빙고동(반포대교북단 부근),4,4,0,1,3,0,126.9944037,37.51930579
2020,,서울특별시 용산구2,서울특별시 용산구 이촌동(이촌동길대건로진입로1 부근),4,4,0,1,3,0,126.9615433,37.52270089
2020,,서울특별시 성동구1,서울특별시 성동구 성수동2가(뚝도시장 부근),5,5,0,3,2,0,127.0548284,37.53909328
2020,,서울특별시 성동구2,서울특별시 성동구 성수동1가(개풍빌딩 부근),5,5,0,1,4,0,127.0493937,37.54653118
2020,,서울특별시 성동구3,서울특별시 성동구 성수동1가(성수여중 부근),5,5,0,0,4,1,127.0496003,37.54023943
2020,,서울특별시 성동구4,서울특별시 성동구 성수동1가(대림아파트 부근),4,4,0,1,3,0,127.0442645,37.54205862
2020,,서울특별시 광진구1,서울특별시 광진구 군자동(능동119안전센터 부근),4,4,0,3,1,0,127.0785212,37.55557997
2020,,서울특별시 광진구2,서울특별시 광진구 구의동(광진우체국 부근),4,4,0,1,3,0,127.0897863,37.53807611
2020,,서울특별시 광진구3,서울특별시 광진구 자양동(신양초교앞 부근),4,4,0,1,2,1,127.0690031,37.5352922
2020,,서울특별시 동대문구1,서울특별시 동대문구 용두동(마장동사거리 부근),9,9,0,1,5,3,127.0380853,37.5728606
2020,,서울특별시 동대문구2,서울특별시 동대문구 용두동(청계천대성스카이렉스 부근),8,9,0,1,6,2,127.0303579,37.57007218
2020,,서울특별시 동대문구3,서울특별시 동대문구 용두동(용두치안센터 부근),7,8,0,2,5,1,127.0339726,37.57803273
2020,,서울특별시 동대문구4,서울특별시 동대문구 용두동(성심의원고산자로진입 부근),6,6,1,1,3,1,127.0380652,37.57627757
2020,,서울특별시 동대문구5,서울특별시 동대문구 청량리동(식당재료유통할인 부근),6,6,0,2,3,1,127.0422399,37.58310426
2020,,서울특별시 동대문구6,서울특별시 동대문구 장안동(장한로답십리로진출 부근),5,5,0,4,1,0,127.0717367,37.57279792
2020,,서울특별시 동대문구7,서울특별시 동대문구 장안동(나나약국 부근),5,5,0,3,2,0,127.0727106,37.5679166
2020,,서울특별시 동대문구8,서울특별시 동대문구 장안동(서광아침의빛아파트 부근),5,8,0,2,5,1,127.0736714,37.56528917
2020,,서울특별시 동대문구9,서울특별시 동대문구 답십리동(촬영소사거리 부근),4,4,0,1,2,1,127.0656891,37.57195606
2020,,서울특별시 동대문구10,서울특별시 동대문구 신설동(신설동역 부근),4,6,0,0,5,1,127.0234154,37.57553356
2020,,서울특별시 중랑구1,서울특별시 중랑구 중화동(제일은행 부근),8,8,1,0,6,1,127.0800001,37.59499505
2020,,서울특별시 중랑구2,서울특별시 중랑구 중화동(태능시장 부근),8,10,0,2,8,0,127.0778571,37.59918596
2020,,서울특별시 중랑구3,서울특별시 중랑구 면목동(면목2동사거리 부근),7,7,0,3,3,1,127.0799745,37.58710534
2020,,서울특별시 중랑구4,서울특별시 중랑구 상봉동(새서울극장앞 부근),6,6,0,2,1,3,127.0725706,37.59308592
2020,,서울특별시 중랑구5,서울특별시 중랑구 면목동(중랑전화국 부근),6,6,0,0,4,2,127.0800421,37.59120671
2020,,서울특별시 중랑구6,서울특별시 중랑구 묵동(제일프라자 부근),5,5,0,3,2,0,127.0768583,37.60585375
2020,,서울특별시 중랑구7,서울특별시 중랑구 묵동(두산대림아파트 부근),5,5,0,3,1,1,127.0869547,37.61898819
2020,,서울특별시 중랑구8,서울특별시 중랑구 면목동(장안교일반국도3호선 부근),5,5,0,0,3,2,127.0796613,37.58218878
2020,,서울특별시 중랑구9,서울특별시 중랑구 면목동(용마터널서측 부근),4,4,1,0,2,1,127.0897502,37.58056889
2020,,서울특별시 중랑구10,서울특별시 중랑구 중화동(이화교서측중랑천길 부근),4,4,0,2,2,0,127.073953,37.60027946
2020,,서울특별시 중랑구11,서울특별시 중랑구 면목동(혜원사거리 부근),4,6,0,1,3,2,127.0932045,37.59325379
2020,,서울특별시 성북구1,서울특별시 성북구 석관동(우현빌딩 부근),7,7,0,1,5,1,127.0651371,37.61428123
2020,,서울특별시 성북구2,서울특별시 성북구 종암동(종암사거리 부근),6,6,0,3,3,0,127.0323732,37.60339533
2020,,서울특별시 성북구3,서울특별시 성북구 종암동(고려대역 부근),5,5,0,1,4,0,127.0361453,37.59183554
2020,,서울특별시 성북구4,서울특별시 성북구 삼선동1가(한성대입구역 부근),5,5,0,0,4,1,127.0068049,37.58791517
2020,,서울특별시 성북구5,서울특별시 성북구 장위동(오현초교 부근),4,4,0,1,3,0,127.0460326,37.62189772
2020,,서울특별시 강북구1,서울특별시 강북구 번동(김홍석치과 부근),9,9,1,1,7,0,127.0281282,37.64039314
2020,,서울특별시 강북구2,서울특별시 강북구 미아동(수유치과의원 부근),7,7,0,1,5,1,127.0247316,37.62999885
2020,,서울특별시 강북구3,서울특별시 강북구 수유동(수유역 부근),6,6,0,2,4,0,127.0248596,37.63759024
2020,,서울특별시 강북구4,서울특별시 강북구 번동(오현로32길3 부근),4,5,0,2,3,0,127.0395881,37.62861778
